"국가코드","DB종류","특허/실용 구분","문헌종류 코드","발명의 명칭","요약","대표청구항","청구항 수","출원번호","출원일","공개번호","공개일","등록번호","등록일","출원인","발명자","우선권 번호","우선권 국가","우선권 주장일","Original CPC Main","Original CPC All","Original IPC Main","Original IPC All","Original US Class Main","Original US Class All","Original FI[JP]","Original F-term[JP]","Original Theme Code [JP]","WIPS ON key"
"US","US","P","B2","Medical image handling system and method","A medical image handling system includes a monitor for displaying a medical image, an input device for inputting an image reading report corresponding to the medical image displayed on the monitor, and a processor. The processor judges the presence or absence of an image reading report corresponding to the medical image displayed on the monitor, and restricts a change of the medical image in a case where the image reading report is judged as being absent.","1. A medical image handling system comprising: a) a monitor for displaying a medical image; b) a processor configured to process a control of judging presence or absence of an inputting of a diagnosis report corresponding to the medical image displayed on said monitor, wherein the diagnosis report corresponding to the medical image displayed on said monitor includes information input by the user while viewing the medical image, displaying an image for inputting the diagnosis report corresponding to the medical image displayed on said monitor in a case where the input of the diagnosis report is judged to be absent, and restricting a change of displaying the medical image in a case where the inputting of the diagnosis report is judged to be absent; and c) an input device for inputting a diagnosis report corresponding to the medical image displayed on said monitor on the basis of a user instruction.","11","10/714654","2003-11-18","2004-0172292","2004-09-02","7860346","2010-12-28","CANON KABUSHIKI KAISHA","Koji Takekoshi","2002-338380 | 2003-071853","JP | JP","2002-11-21 | 2003-03-17","","","G06K-009/54","G06K-009/54 | G06K-009/60 | H04N-001/00 | G06Q-010/00 | A61B-005/00 | G06F-003/048 | G06F-003/00","382/305","382/305 | 382/128 | 705/002 | 705/003 | 715/716 | 358/403 | 358/404","","","","4910052004105"
"US","US","P","B2","Method for remote medical consultation and care","A method for remote medical consulting includes collecting diagnostic data using at least one wearable device contoured to at least a portion of a person's hand, transmitting the diagnostic data to a remote location, transmitting audio data and video images of the patient to the remote location, and communicating diagnosis and/or treatment information to the patient based at least in part on the diagnostic data. The treatment information may include a prescription electronically transmitted to the patient or a pharmacy. The method includes billing of the patient via credit or debit card, bank account, or a third party, such as an insurance company. The diagnostic data as well as the audio and video data may be transmitted wirelessly via cellular or satellite communication networks and/or using a wide area computer network such as the internet.","1. A method for remote medical consulting between a patient and medical personnel, the method comprising: collecting identification information from the patient, the identification information including at least one biometric parameter; wearing at least one wearable device on a hand, the at least one wearable device including a plurality of diagnostic devices for generating signals in response to corresponding characteristics of the patient when positioned over portions of the patient'ss body other than hands of the patient; positioning the wearable device over a portion of the patient'ss body other than hands; collecting diagnostic data, via the at least one wearable device worn on the hand, from the portions of the patient'ss body other than the hands of the patient over which the wearable device is positioned transmitting the diagnostic data generated using the at least one wearable device to a remote location; transmitting audio data and video images of the patient to a remote location; and communicating diagnosis and/or treatment information to the patient based at least in part on the diagnostic data.","60","10/310334","2002-12-05","2003-0120135","2003-06-26","7860725","2010-12-28","INEEDMD.COM, INC.","Govindan Gopinathan | Arthur R. Tilford | Michael Makover","","","","","","G06Q-010/00","G06Q-010/00","705/002","705/002 | 705/003 | 705/004 | 705/035 | 600/300 | 002/159","","","","4910052004483"
"US","US","P","B2","Medicare pharmacy calculator II","A method and apparatus for providing a Medicare Part D Pharmacy Benefits Calculator. A user inputs data for prescriptions to be purchased by a prospective insured for a plan period. The prescription data includes a quantity, a days supply, and a number of fills. The data for each prescription the user enters is used to calculate anticipated out-of-pocket costs for the prescriptions for one or more pharmacy benefits plans available to the prospective insured. The cost data is presented to the user in a way that illustrates how out-of-pocket costs will vary over the course of a plan period. The user may view costs for alternative drugs and alternatives sources of drugs. The user may vary and expand the presentation of the cost data to better understand the available plan benefits. The invention helps prospective insureds decide among alternative Medicare Part D pharmacy benefits plans offered by one or more insurance companies.","1. A computerized method for calculating and displaying anticipated out-of-pocket pharmacy costs to a computer user under at least one Medicare Part D pharmacy benefit plan, comprising: a) receiving at a server from said computer user prescription data for a plurality of drugs, said prescription data comprising a drug identifier, a number of doses, a number of days supply, and a number of fills during a plan period; b) determining at said server for each of said plurality of drugs an indicator of whether said drug is a maintenance drug or non-maintenance drug; c) defining at said server a schedule for purchasing said drugs by assigning a drug fill for each fill of said plurality of drugs to a month in which said drug fill will be purchased during said plan period wherein said assignments are made according to: i. said number of doses for said drug; ii. said number of days supply for said drug; iii. said number of fills for said drug; and iv. said indicator of whether said drug is a maintenance drug or a non-maintenance drug; d) calculating at said server an anticipated out-of-pocket cost for each drug fill according to said assignments of each fill of said plurality of drugs to a month in which each drug fill will be purchased during said plan period wherein calculating an anticipated out-of-pocket cost comprises: i. determining a cost for said drug fill under said at least one Medicare Part D pharmacy benefit plan; ii. determining if at least one Medicare Part D stage is applicable to said drug fill; iii. determining out-of-pocket costs for said drug fill according to each Medicare Part D stage applicable to said drug fill as determined in step ii and said cost for said drug fill under said at least one Medicare Part D pharmacy benefit plan; iv. storing data for said anticipated out-of-pocket cost for each drug fill according to said assignments of each fill of said plurality of drugs to a month in which each drug fill will be purchased during said plan period; v. repeating steps i-v for each drug fill; and e) presenting to said computer user anticipated out-of-pocket costs for said plan period according to said schedule by: i. presenting for each applicable month of said plan period an anticipated out-of-pocket cost for each drug fill assigned to said month wherein said anticipated out-of-pocket cost is determined according to said assignments of each drug fill for each of said plurality of drugs to a month in which said drug fill will be purchased during said plan period; and ii. presenting in association with each applicable month an indicator of whether more than one Medicare Part D stage is applicable to said month.","20","11/869339","2007-10-09","2008-0021736","2008-01-24","7860732","2010-12-28","HUMANA INC.","Megan K. Elizabeth | Stephen L. Marco, Jr. | Kristen R. Augspurger | Sarah A. Stephens | Mark M. Muse | Srinath S. Iyengar | Jason P. Loehr | David L. Townsend","","","","","","A61B-005/00","A61B-005/00 | G06F-019/00","705/003","705/003 | 705/002","","","","4910052004490"
"US","US","P","B2","Image registration using locally-weighted fitting","A computer-implemented method for image registration includes accepting a three-dimensional (3-D) image of an organ. The image includes a first plurality of image points with respective image coordinates. A map defining a distribution of values of a physiological parameter over the organ is accepted. The map includes a second plurality of map points with respective map coordinates. Confidence levels are associated with one or more of the map coordinates and image coordinates. Weights are assigned to at least some of the map points and image points responsively to the confidence levels of the respective map coordinates and image coordinates. The 3-D image is fitted with the map by calculating a geometrical transformation between the map coordinates and the image coordinates based on the weights.","1. A computer-implemented method for image registration, comprising: accepting on a computer a three-dimensional (3-D) image of an organ, the image comprising a first plurality of image points with respective image coordinates; accepting on the computer a map defining a distribution of values of a physiological parameter over the organ, the map comprising a second plurality of map points with respective map coordinates, said second plurality of map points being sensed values of the physiological parameters; associating respective confidence levels with one or more of the map coordinates and image coordinates; assigning weights to at least some of the map points and image points responsively to the confidence levels of the respective map coordinates and image coordinates; fitting the 3-D image with the map by calculating a geometrical transformation between the map coordinates and the image coordinates based on the weights; and displaying on the computer the fitted 3D image with the map.","26","11/385060","2006-03-21","2007-0223794","2007-09-27","7855723","2010-12-21","BIOSENSE WEBSTER, INC.","Assaf Preiss | Roy Tal | Ziv Kitlaro | Zafrir Patt","","","","","","G06T-015/00","G06T-015/00 | G06K-009/00 | G06K-007/00 | G06K-009/20","345/419","345/419 | 382/128 | 382/312","","","","4910051002127"
"US","US","P","B2","System and method for operation without touch by operators","Techniques to control computing systems without the physical touches by operators are disclosed. According to one aspect of the techniques, a non-touch operation system comprises a display unit for displaying operating objects, a capture unit for capturing images of an operator, an image processing unit, a line of sight analysis unit, a notification unit, an action analysis unit and an operation execution unit. The image processing unit is provided for calculating head's position parameters and eye's position parameters according to the captured images. The line of sight analysis unit is provided for determining a watching point of the operator on the display unit according to the calculated head's and eye's parameters and further determining one operating object according to the watching point. The notification unit is provided for informing the operator of the determined operating object in an apperceive way. The action analysis unit is provided for identifying an action of the operator according to one parameter of the calculated head' and eye's position parameters and further determining an action instruction corresponding to the action of the operator. The operation execution unit is provided for executing operation depending on the determined operator object and the determined action instruction.","1. A non-touch operation system comprising: a display unit for displaying operating objects thereon; a capture unit comprising a camera for capturing images of an entire face on an operator looking at the display unit; an image processing unit, configured to determine face position and size from each of the images, for calculating position parameters of an eye of the face looking at one of the objects being displayed on the display unit after eye position and size are determined with a template matching technique; a line of sight analysis unit, coupled to the image processing unit, for storing groups of reference parameters of the face and the eye of the operator, the groups of reference parameters determined separately when a set of preset isolated reference points are sequentially displayed on the display unit, and the line of sight analysis unit configured to compare the calculated position parameters of the face and the eye with the stored groups of reference parameters, and interpolate a watching point of the operator on the display unit; a notification unit for informing the operator of the object; an action analysis unit for identifying an action of the operator according to at least one parameter of the calculated position parameters and further determining an action instruction corresponding to the action of the operator; and an operation execution unit for executing an operation depending on the object determined by the line of sight analysis unit and the action instruction determined by the action analysis unit.","14","11/419489","2006-05-19","2006-0281969","2006-12-14","7853050","2010-12-14","Vimicro Corporation | Wuxi Vimicro Corporation","Hao Wang | Ying Huang | Yu Xia","2005-10073531","CN","2005-06-02","","","G06K-009/00","G06K-009/00 | H04N-005/225 | G09G-005/00","382/118","382/118 | 348/169 | 345/156","","","","4910050003949"
"US","US","P","B2","Systems and methods for risk stratification of patient populations","A statistical processing system includes a server operably configured with program instructions implementing a plurality of statistical models to at least one of (a) predict a health outcome based on questionnaire responses, (b) assist a patient's choice of therapeutic modality based on questionnaire responses, and (c) assess a health risk or status based on questionnaire responses. Also provided is a research agency communicating with the server and contracted to provide the statistical models using a visual interface communicated by the server. The server is configured to analyze requests received from users relating to a plurality of said statistical models to reduce redundancy in requests for patient data.","1. A method of utilizing a statistical health model, the method comprising: storing in computer readable memory associated with a statistical health model translation system a first plurality of statistical health models from respective sources in a plurality of different sources, wherein at least one statistical health model in the first plurality of statistical health models from the respective sources is a medical prognostic risk stratification model and/or a medical prognostic outcomes prediction model in the form of at least one of a: linear model, a generalized linear model, a cumulative multinomial model, a generalized multinomial model, a proportional hazard model; providing via the statistical health model translation system one or more user interfaces including a plurality of fields that enable one or more users to specify for the at least one statistical health model: an outcome predicted by the at least one statistical health model; one or more outcome predictors; a mathematical relationship between: the outcome predicted by the at least one statistical health model, and the one or more outcome predictors; providing via the statistical health model translation system one or more user interfaces that enable one or more users to select models from the first plurality of statistical health models for execution; receiving a user selection of one or more of the first plurality of statistical health models; automatically generating data-input interfaces for collecting patient-specific predictors utilized when executing the selected one or more of the first plurality of statistical health models based at least in part on the one or more outcome predictors; processing, via a computing device, the one or more outcome predictors and information regarding a patient received via the automatically generated data-input interfaces, where the information received via the automatically generated data-input interfaces includes one or more patient medical conditions, using the selected one or more of the first plurality of statistical health models; and providing, via the computing device, an output from the selected one or more of the first plurality of statistical health models.","71","11/072053","2005-03-04","2005-0203773","2005-09-15","7853456","2010-12-14","HEALTH OUTCOMES SCIENCES, LLC","Gabriel Enrique Soto | John Albert Spertus","","","","","","G06Q-010/00","G06Q-010/00 | G06F-007/60 | G06F-009/45 | G06F-019/00 | G06G-007/58 | A61B-005/00","705/002","705/002 | 703/002 | 703/011 | 703/022 | 705/003","","","","4910050004355"
"US","US","P","B2","System for monitoring regulation of pharmaceuticals from data structure of medical and laboratory records","A system is provided that integrates of records of clinical laboratory services into the assessment and optimization of patient health care and, in particular, regulation of the use of pharmaceuticals. Laboratory test result records are used in conjunction with other health care benefits records to monitor regulation of use of pharmaceuticals by patients. The incorporation of laboratory tests and results into such a utilization system allows improvement in the management of a patient's therapy based on a more precise picture of the patient's level of illness as revealed by the laboratory test results. The system of the present invention also allows optimization of the selection of laboratory tests to be performed, and also provides an outcome assessment of the risk of hospitalization due to pharmaceutical treatments resulting in physician intervention, leading to a change in physician prescribing behavior and, accordingly, a decrease in drug induced hospitalizations and improved quality of patient care and savings of health care costs.","1. A computer system for reducing the risk of a drug therapy related illness in a patient, the system comprising: at least one medical records database comprising: i) drug therapy records, said drug therapy records including an indication of patient identification and an indication of prescribed drug therapy associated with said patient identification, and ii) laboratory test result records, said laboratory test result records including an indication of patient identification and an indication of laboratory test results associated with said patient identification; a medical information database, said medical information database including criteria pertaining to: i) interactions between a first drug and a second drug; ii) a relationship between the first drug and a first disease; and iii) administration of a laboratory test in connection with the administration of the first drug; and a search and determination engine, implemented by a computer, for reviewing said laboratory test result records, said drug therapy records and said medical information database criteria, and for determining an output for reducing the risk of the drug therapy related illness in the patient using said laboratory test result records, said drug therapy records and the medical information database criteria by determining a drug interaction indicating initiation of the first drug in a patient with current usage of the second drug, including the computer: (i) detecting the usage of the second drug concurrently with the first drug, (ii) monitoring for a laboratory report, (iii) generating an alert to the user of the system if such a report is not found, (iv) generating an alert to warn the user of the system about possible interaction effects between the first drug and the second drug; or (v) generating an alert to warn the user of the system of the need for particular tests from the laboratory to monitor the levels of at least one of the first and second drugs, and said search and determination engine determining the output for reducing the risk of the drug therapy related illness in the patient (PATIENT1) using said laboratory test result records, said drug therapy records and said medical information database criteria by performing one or more of the following functions: a monitor drug initiation function determining that PATIENT1 has been prescribed a first drug (DRUG A), detecting of initiation of DRUG A, monitoring for a first laboratory report (LABI) within a first predetermined number of days (X days) after initiation of DRUG A for duration period of a second predetermined number of days (Z days), and generating an alert is provided to the user if LABI indicates that no test has been run during the current period after initiation, and wherein the monitoring of lab testing after initiation of treatment with DRUG A provides information regarding level of DRUG A in patient and effectiveness of DRUG A as treatment; a monitor drug frequency function determining that PATIENT1 has been provided two treatment phases of DRUG A including detecting of start of second treatment phase of DRUG A, monitoring for report from LABI every X days for duration period of Z days, and generating an alert to the user if LABI indicates that it has not run at least one test during each period of X days for duration period of Z days, or generating an alert to the user about the effectiveness of DRUG A for a second treatment phase for the disease indicated in the record, and wherein the monitoring of lab information regarding further treatment phases provides information about effectiveness of DRUG A as a treatment; a monitor drug dosage changes function determining that PATIENT1 has been provided with a change in dosage level of greater than 50% of the previous dose of DRUG A including detecting of change in dosage level of DRUG A, monitoring for report from LABI every X days for duration period of Z days, and generating an alert to the user if LABI indicates that it has not run at least one test during the period of X days for duration period of Z days, or generating an alert about the level of dosage of DRUG A in the patient and the effectiveness of particular dosage levels of DRUG A for the treatment of the indicated disease; a monitoring of disease function determining that PATIENT1 has DISEASE A including detecting of presence of DISEASE A, monitoring for report from LABI within X days after first indication of DISEASE A for duration period of Z days, and generating an alert to the user if such a report is not found or generating an alert about the effectiveness of particular drugs or the need for particular tests from the laboratory; a drug discontinuation function determining discontinuation of a second drug (DRUG B) in PATIENT1 who is currently using DRUG A including detecting of discontinuation of DRUG B by user of DRUG A, monitoring for a report from LABI within X+30 days after the last use of DRUG B, and generating an alert to the user if the report is not found or generating an alert to the user about possible effects from the discontinuation of DRUG B; a subtherapeutic drug dosage level function determining that LABI result is below the lower range indicating a subtherapeutic dosage of DRUG A including detecting of usage of DRUG A, monitoring for report from LABI within 30 days of first usage of DRUG A in order to monitor blood level, detecting of subtherapeutic dosage of DRUG A, and generating an alter to the user about the dosage level of DRUG A; a toxic drug dosage level function determining that LABI result is above the normal range indicating a toxic dosage level of DRUG A including detection of usage of DRUG A, monitoring for report from LABI within 30 days of first usage of DRUG A in order to monitor blood level, detection of toxic dosage of DRUG A, and generating an alert to the user about the dosage level of DRUG A; a disease reevaluation function determining that LABI result is below the lower range or above the upper range indicating a reevaluation of the diagnosis or condition as DISEASE A including detection of diagnosis of DISEASE A, and monitoring for report from LABI within 30 days of diagnosis for lab markers indicating correct diagnosis of disease; a lab marker positives or negatives function determining that LABI result is positive or is negative suggesting a reevaluation of the diagnosis or condition as DISEASE A including detection of diagnosis of DISEASE A, and monitoring for report from LABI with lab markers indicating correct diagnosis of disease; a false positives, false negatives or other result interference function determining that DRUG A or DISEASE A interferes with LABI and may lead to false positive, false negative, falsely elevated, falsely decreased or other improper influences on the results, and generating an alert to a user suggesting alternative test or, other mechanism to minimize or eliminate the influence of at least one of DRUG A and DISEASE A on the results at LABI; a frequency of testing function determining normal or abnormal results obtained at LABI, and generating an alert sent to user that abnormal result indicates that LABI test should be performed again or every X days, and generating an alert sent to user that normal result indicates that LABI test should be performed no more than every X days; an inappropriate conditions function determining that use of LABI results in patients with DISEASE A is not valid, and generating an alert sent to user to modify conditions at LABI or use a second laboratory test (LAB2) for DISEASE A; an obsolete tests function determining that LABI is using obsolete tests, and generating an alert to user; and a duplicative tests function determining that LABI and LAB2 measure the same functional area and are considered duplicative, and generating an alert to user, and wherein said computer system generates and electronically transmits an output for the patient, to at least one of: (1) a treatment provider of the patient; or (2) a user of the system, wherein the output indicates the need for a laboratory test to be performed in connection with the care of said patient, and provides an alert to said treatment provider to prescribe said laboratory test, wherein said prescribing results in reducing the risk of a drug therapy related illness in said patient.","16","11/581845","2006-10-16","2007-0033075","2007-02-08","7853458","2010-12-14","MEDCO HEALTH SOLUTIONS, INC.","Peter F. Hoffman | Monique Parr | Aida Leroy","","","","","","A61B-005/00","A61B-005/00 | G06Q-010/00","705/003","705/003 | 705/002","","","","4910050004357"
"US","US","P","B2","Sensor unit, especially for fingerprint sensors","The invention relates to a sensor chip, especially for measuring structures in a finger surface, comprising an electronic chip of a per se known type being provided with a number of sensor electrodes for capacitance measurements, the chip being positioned on a substrate being provided with a number of openings or slots through which electrical conductors are provided, the ends of said conductors constituting a sensor array for capacitance measurements so that the sensor array is positioned on a first side of said substrate and the electronic chip is positioned on the other side of the substrate.","1. A sensor unit for measuring structures in a finger surface, comprising: a substrate with at least one slot formed therein; electronic circuitry including a number of interrogation electrodes for capacitance measurements, said electronic circuitry being positioned on one side of the substrate, and electric conductors positioned on a side of the substrate opposite the electronic circuitry and coupled to the interrogation electrodes through the slot formed in the substrate, ends of the electric conductors forming a sensor array for measuring the structures on the finger surface.","40","11/773017","2007-07-03","2008-0002867","2008-01-03","7848550","2010-12-07","Idex ASA","Svein Mathiassen | Jon Nysaether | Bjorn Erik Seeberg | Ovidiu Vermesan","20003004","NO","2000-06-09","","","G06K-009/00","G06K-009/00 | G06K-007/00 | G09G-005/00","382/124","382/124 | 382/312","","","","4910049003967"
"US","US","P","B2","Medical information event manager","An event management system and method detects the occurrence of events as a function, at least in part, of information and data gathered from monitoring one or more patients with a medical information system. Event detection processes can be defined and then triggered to cover any of a variety of circumstances. For instance, event detection processes can be defined that, when triggered, indicate that a certain patient (or patients) would make a suitable candidate for that clinical trial, a patient is a candidate for a certain type of treatment, or hospital resources are being utilized in a certain manner. That is, such events may relate to the efficiency or inefficiency in use of certain resources, or such events may concern usage under certain circumstances.","1. An event management system, configured to access or obtain patient data from a medical information system comprising a set of electronic devices including means for monitoring patients, wherein said event management system comprises: A. an event manager hosted, at least in part, on a set of electronic devices having output devices and input devices, said event manager comprising: 1) a statement customizer configured to define for defining one or more statements, each of said statements configured to test at least one criterion; 2) an event customizer, including means for defining an event detection process, selected from a plurality of event detection processes, and associating a set of said statements with said event detection process, and means for defining an event test condition, at least one event action, and a time schedule for executing said event detection process, wherein each statement of said set of statements provides information used in said event detection process; 3) an analyzer, configured to apply said set of statements to said patient data and to determine satisfaction of said test condition, as a function of satisfaction of one or more criterion of said set of statements; and 4) an activator, configured to initiate said at least one event action, selected from a plurality of predefined actions, in response to said satisfaction of said test condition.","34","10/355435","2003-01-31","2004-0152952","2004-08-05","7848935","2010-12-07","IMD SOFT LTD.","Phyllis Gotlib | Ido Schoenberg | Roy Schoenberg","","","","","","G06Q-010/00","G06Q-010/00 | G06Q-050/00","705/002","705/002","","","","4910049004351"
"US","US","P","B1","Methods for validating participants in a pension insurance program","A method for ensuring valid participation of a plan participant in a defined contribution pension plan provides data query for identifying the plan participant. A pension debt coverage policy protects an outstanding balance of a defined contribution plan loan secured by participant's plan assets, eliminating adverse tax consequences to the plan beneficiary in the event of the death or disability of the participant and ensuring that the full plan account balance passes intact to beneficiary in such event.","1. A computer-implemented method for ensuring valid participation of a plan participant in a defined contribution pension plan, the method comprising the steps of: establishing a pension debt mitigation coverage in response to a requirement for life insurance covering a balance of a loan from a retirement account of the plan participant, wherein the debt mitigation coverage comprises an insurance policy or debt cancellation coverage; wherein the debt mitigation coverage protects assets in the retirement account of the plan participant in the defined contribution pension plan from unnecessary dissipation from default due to a known exposure inherent within a risk event; wherein the debt mitigation coverage is imposed as a pre-condition to making the loan; wherein the assets in the retirement account serve as collateral for the loan to the participant; and wherein the debt mitigation coverage is held for the benefit of the plan and the participant in a plan trust or by a trustee for an initial amount of the loan; creating data structure of a computer for identifying the status of the plan participant; receiving, by a computer, an election from the plan participant regarding acceptance of the debt mitigation coverage; entering into the data structure an indicator indicating whether the plan participant has a debt mitigation coverage covering the plan or whether the plan participant has not accepted the offered pension debt mitigation coverage but has separately arranged for debt mitigation coverage from an offerer not associated with the plan; configuring, by a computer, a premium of the loan based upon the indicator in the data structure; and in the occurrence of the risk event, paying to the policy holder from the plan trust the balance of the loan from the debt mitigation coverage.","27","10/414355","2003-04-15","","","7848939","2010-12-07","PENTECH, LLC","John A. Martin","","","","","","G06Q-010/00","G06Q-010/00 | G06Q-050/00 | G06Q-040/00 | A61B-005/00 | G06F-019/00","705/004","705/004 | 705/002 | 705/003","","","","4910049004355"
