"국가코드","DB종류","특허/실용 구분","문헌종류 코드","발명의 명칭","요약","대표청구항","청구항 수","출원번호","출원일","공개번호","공개일","등록번호","등록일","출원인","발명자","우선권 번호","우선권 국가","우선권 주장일","Original CPC Main","Original CPC All","Original IPC Main","Original IPC All","Original US Class Main","Original US Class All","Original FI[JP]","Original F-term[JP]","Original Theme Code [JP]","WIPS ON key"
"US","US","P","B2","Method of bionic control of technical devices","Methods of bionic control of a device include passing an alternating current through a muscle to cause the muscle to contract, recording an electrophysiological signal from the contracting muscle, processing the electrophysiological signal to determine a measurement of electrical impedance, forwarding the measurement of electrical impedance to a controller, and controlling the device with a control action. A change of electrical impedance during muscle contraction is used as a basis for the control action.","1. A method of enhancing mechanical function in a subject with a prosthetic device, the method comprising: using electrodes to pass an alternating current through a muscle in the subject to cause the muscle to contract,using a first recording electrode to record an electrical impedance signal from the contracting muscle,using a processor to generate a control signal that is based on a change in the electrical impedance in the muscle in real time during contraction of the muscle,forwarding the control signal to a controller, andcontrolling the prosthetic device with the controller and control signal to achieve the enhancement of mechanical function in the subject, the enhancement of mechanical function occurring by mechanical function of the prosthetic device.","17","16/085529","2017-03-06","2019-0099279","2019-04-04","10874530","2020-12-29","Sergey Igorevich Shchukin | Aleksandr Viktorovich Kobelev | Igor Konstantinovich Sergeev | Oleg Stepanovich Naraykin","Sergey Igorevich  Shchukin | Aleksandr Viktorovich  Kobelev | Igor Konstantinovich  Sergeev | Oleg Stepanovich  Naraykin","20160109214","RU","2016-03-15","A61F-0002/72","A61F-0002/72 | A61B-0005/04001 | A61B-0005/04012 | A61B-0005/0488 | A61B-0005/0492 | A61B-0005/04888 | A61B-0005/053 | A61B-0005/4851 | A61F-0002/02 | A63F-0013/212 | G06F-0003/015 | A61B-0005/0531 | A61B-0005/0538 | A61F-2002/482","A61F-002/72","A61F-002/72 | A61F-002/48 | A61B-005/04 | A61B-005/053 | A63F-013/212 | A61B-005/0488 | A61B-005/0492 | A61B-005/00 | A61F-002/02 | G06F-003/01","","","","","","4920053001211"
"US","US","P","B2","Dynamic sauna","Systems and methods are provided for controlling infrared radiation (IR) sources of a sauna including tuning IR wavelength-ranges and radiated power-levels of IR sources, and directing IR to locations on a user's body. In one illustrative embodiment, a sauna may be provided having adjustable IR emitters to emit IR at any wavelength resulting in a desirable radiation treatment for the sauna user. In another illustrative embodiment, a method is provided for tuning IR emitters in a sauna.","1. An infrared-therapy device comprising: an enclosure assembly for accommodating a user;a first heating element coupled with the enclosure assembly and operable to emit infrared radiation in a near-infrared radiation spectrum;a second heating element coupled with the enclosure assembly and operable to emit infrared radiation in a far-infrared radiation spectrum; anda control module operably coupled to one or both of the first heating element and the second heating element and configured to allow a user to specify desired output infrared radiation from the one or both of the first heating element and the second heating element.","20","16/538117","2019-08-12","2019-0358120","2019-11-28","10874586","2020-12-29","SUNLIGHTEN, INC.","James T.  O'Keeffe | Aaron Michael  Zack | Martin C.  Ku | Ian Richard  Kuklenski | Steven J.  Murray","","","","A61H-0033/063","A61H-0033/063 | A61H-0033/06 | A61H-0033/066 | A61N-0005/0625 | G06F-0019/3481 | G06Q-0010/0639 | G06Q-0050/22 | G16H-0020/40 | G16H-0040/63 | H05B-0001/0275 | H05B-0003/008 | H05B-0003/009 | H05B-0003/267 | A61H-0033/067 | A61H-2033/061 | A61H-2201/0188 | A61H-2201/0228 | A61H-2201/10 | A61H-2201/5012 | A61H-2201/5015 | A61H-2201/5035 | A61H-2201/5038 | A61H-2201/5043 | A61H-2201/5046 | A61H-2201/5048 | A61H-2201/5087 | A61H-2230/04 | A61H-2230/06 | A61H-2230/207 | A61H-2230/30 | A61H-2230/40 | A61H-2230/42 | A61H-2230/50 | A61H-2230/80 | A61N-2005/0636 | A61N-2005/0652 | A61N-2005/0659 | H05B-2203/032","A61H-033/06","A61H-033/06 | G16H-040/63 | G06Q-010/06 | G06Q-050/22 | H05B-001/02 | H05B-003/26 | A61N-005/06 | G06F-019/00 | H05B-003/00 | G16H-020/40","","","","","","4920053001266"
"US","US","P","B2","Managing medication administration in clinical care room","Methods, computer systems, and computer readable media are provided for transitioning a clinical care room from a first scene to a second scene in order to facilitate completion of a medication-administration process. The first scene in the clinical care room is presented where the clinical care room has one or more zones. The first scene is associated with a first group of setting for components within the one or more zones. An input indicating that the medication-administration process has been initiated is received. Incident to receiving the input, the second scene is provided. The second scene is associated with a second group of settings for the components. The second group of settings is optimized to facilitate completion medication-administration process.","1. One or more computer-readable media having embodied thereon computer-executable instructions that, when executed by a computing device, cause the computing device to perform a method for automatically and without human intervention transitioning a patient'ss clinical care room from a first scene to a second scene in order to facilitate completion of a medication-administration process, the method comprising: automatically and without human intervention receiving, at a computing device communicatively coupled to a medication dispensing station, an input from the medication dispensing station indicating that a clinician has initiated the medication-administration process for the patient in the clinical care room, wherein the input is received upon the clinician retrieving medication(s) associated with the patient from the medication dispensing station;determining that at least one of the medications comprises a first medication administered by intravenous (IV) infusion; andbased on determining that at least one of the medications retrieved is administered by IV infusion, automatically and without human intervention powering on an IV infusion pump located in the patient'ss clinical care room.","20","15/843314","2017-12-15","2018-0104409","2018-04-19","10874794","2020-12-29","CERNER INNOVATION, INC.","Stephanie Palmer  Bechtel | Mark  Nolte","","","","A61M-0005/172","A61M-0005/172 | A61B-0005/0205 | A61B-0005/1113 | A61B-0005/6889 | A61B-0005/7275 | A61B-0090/30 | A61G-0007/002 | A61M-0005/142 | A61M-0005/1723 | A61M-0021/02 | G06F-0019/30 | G06F-0019/3418 | G06K-0009/00302 | G06Q-0010/00 | G06Q-0050/22 | G08B-0021/02 | G08B-0021/043 | G08B-0021/0476 | G08B-0021/0492 | G09B-0005/02 | G16H-0010/60 | G16H-0020/10 | G16H-0040/63 | G16H-0040/67 | G16H-0050/50 | G16H-0050/70 | G16H-0070/00 | A61B-0005/1115 | A61B-0005/1128 | A61B-0005/4824 | A61B-0005/6891 | A61B-0005/743 | A61B-0005/7475 | A61B-0007/00 | A61B-2562/029 | A61B-2562/0252 | A61G-0007/00 | A61M-0016/0051 | A61M-0016/024 | A61M-2005/14208 | A61M-2021/005 | A61M-2021/0016 | A61M-2021/0027 | A61M-2021/0044 | A61M-2202/0241 | A61M-2205/18 | A61M-2205/3306 | A61M-2205/3334 | A61M-2205/3368 | A61M-2205/3375 | A61M-2205/3553 | A61M-2205/3561 | A61M-2205/3584 | A61M-2205/3592 | A61M-2205/505 | A61M-2205/52 | A61M-2205/581 | A61M-2205/582 | A61M-2205/583 | A61M-2205/6018 | A61M-2205/6054 | A61M-2205/6072 | A61M-2205/80 | A61M-2210/12 | A61M-2230/06 | A61M-2230/42 | A61M-2230/62 | A61M-2230/63","A61M-005/172","A61M-005/172 | A61M-021/02 | A61B-090/30 | A61B-005/00 | A61B-005/0205 | A61B-005/11 | A61M-005/142 | G08B-021/04 | G06F-019/00 | G16H-040/63 | G06Q-050/22 | G06K-009/00 | A61G-007/002 | G09B-005/02 | G16H-010/60 | G16H-020/10 | G16H-040/67 | G16H-070/00 | G16H-050/50 | G06Q-010/00 | G08B-021/02 | G16H-050/70 | A61M-021/00 | A61B-007/00 | A61G-007/00 | A61M-016/00","","","","","","4920053001472"
"US","US","P","B2","Coordinated vehicle response system and method for driver behavior","Methods of assessing driver behavior include monitoring vehicle systems and driver monitoring systems to accommodate for a slow reaction time, attention lapse and/or alertness of a driver. When it is determined that a driver is drowsy, for example, the response system may modify the operation of one or more vehicle systems. The response system can modify the control of two or more systems simultaneously in response to driver behavior.","1. A method of controlling a vehicle system in a vehicle, comprising: receiving vehicle operating information about the vehicle and monitoring information about a driver;detecting a hazard based on the vehicle operating information;determining a risk level based on the hazard, wherein the risk level indicates a likelihood that the vehicle will encounter the hazard;determining a driver state index based on the monitoring information;determining if the hazard is confirmed based on the driver state index;determining a control coefficient using the driver state index;modifying the vehicle system based on the driver state index and the control coefficient; andcontrolling the modified vehicle system based on the hazard and the risk level.","20","15/836341","2017-12-08","2018-0105180","2018-04-19","10875536","2020-12-29","HONDA MOTOR CO., LTD.","Kin C.  Fung | Timothy J.  Dick","","","","B60W-0040/08","B60W-0040/08 | A61B-0005/1114 | A61B-0005/1122 | A61B-0005/18 | A61B-0005/6893 | B60K-0028/06 | B60K-0028/066 | B60T-0008/172 | B60W-0040/09 | B60W-0050/12 | B62D-0006/00 | B62D-0006/001 | B62D-0006/007 | B62D-0015/025 | G06F-0017/00 | G06K-0009/00845 | G08G-0001/166 | G08G-0001/167 | A61B-0005/0205 | A61B-0005/0476 | A61B-0005/055 | A61B-0005/1103 | A61B-0005/14553 | A61B-2562/0257 | B60T-2201/03 | B60T-2201/08 | B60T-2201/12 | B60T-2220/02 | B60W-2040/0827 | B60W-2050/0071 | B60W-2540/22 | B60W-2540/26 | B60W-2554/00 | G01C-0021/3697 | G08B-0021/06","B60W-040/08","B60W-040/08 | B62D-006/00 | A61B-005/00 | A61B-005/11 | G06F-017/00 | A61B-005/18 | B60K-028/06 | B60T-008/172 | G08G-001/16 | B62D-015/02 | B60W-040/09 | G06K-009/00 | B60W-050/12 | A61B-005/0205 | A61B-005/0476 | A61B-005/055 | A61B-005/1455 | G01C-021/36 | G08B-021/06 | B60W-050/00","","","","","","4920053002209"
"US","US","P","B2","Integrated biosensor and simulation system for diagnosis and therapy","BioMEMS/NEMS appliance biologically monitors an individual, using biosensors to detect cellular components. Data is simulated or analyzed using systems-biology software, which provides diagnostic or therapeutic guidance.","1. Integrated reconfigurable multi-channel biosensor system for diagnosing circulating cancer or tumor cells comprising: a biosensor chip that collects micro-fluidically one or more bodily fluid to detect circulating micro-metastatic tumor or cancer cells, said biosensor chip comprising multi-channel micro-fluidic collection elements that reconfigure electronically to collect and enrich tumor or cancer bio-marker comprising nanoparticles or paramagnetic microbeads or immunomagnetic beads conjugated with antigen or antibody to endothelial or epithelial cell adhesion molecule, thereby being microfluidically collected and enriched for detection of tumor or cancer cells of endothelial or epithelial origin; anda digital signal processor coupled to the biosensor chip that electronically reconfigures one or more micro-fluidic collection element to collect and enrich said nanoparticles or paramagnetic microbeads or immunomagnetic beads conjugated with antigen or antibody to endothelial or epithelial cell adhesion molecule via at least one reconfigurable micro-fluidic channel that reconfigures microelectromechanically to collect and enrich in response to the digital signal processor electronically comparing one or more tumor or cancer cell biomarker sensed empirically by said biosensor chip with one or more diagnostic factor automatically to diagnose the tumor or cancer cells.","12","15/044710","2016-02-16","2019-0251230","2019-08-15","10878936","2020-12-29","Dennis Sunga Fernandez","Dennis Sunga  Fernandez","","","","G16B-0005/00","G16B-0005/00 | A61B-0005/0002 | A61B-0005/024 | A61B-0005/026 | A61B-0005/0215 | A61B-0005/02028 | A61B-0005/076 | A61B-0005/145 | A61B-0005/14539 | A61B-0005/14542 | A61B-0005/14546 | A61B-0005/411 | A61B-0005/413 | A61B-0005/415 | A61B-0005/418 | A61B-0005/486 | A61B-0005/4839 | A61B-0005/686 | A61B-0005/7264 | C12Q-0001/04 | C12Q-0001/68 | C12Q-0001/6886 | C12Q-0001/70 | G01N-0033/53 | G06F-0019/30 | G06Q-0040/08 | G06Q-0050/22 | G06Q-0050/24 | G16H-0050/50 | A61B-2562/028 | C12Q-2600/156 | G06F-0019/32 | Y02A-0090/10","G01N-033/48","G01N-033/48 | G16B-005/00 | G16H-050/50 | A61B-005/0215 | A61B-005/145 | A61B-005/00 | G06Q-040/08 | G06Q-050/22 | A61B-005/07 | G06Q-050/24 | A61B-005/02 | A61B-005/024 | A61B-005/026 | G06F-019/00 | C12Q-001/04 | C12Q-001/68 | C12Q-001/70 | G01N-033/53 | C12Q-001/6886 | G06G-007/58","","","","","","4920053005578"
"US","US","P","B2","Utilizing random parameters in an intensity transform augmentation system","An intensity transform augmentation system is operable to receive a training set of medical scans. Random intensity transformation function parameters are generated for each medical scan of the training set of medical scans. A plurality of augmented images are generated, where each of the plurality of augmented images is generated by performing a intensity transformation function on one of the training set of medical scans by utilizing the random intensity transform parameters generated for the one of the training set of medical scan. A computer vision model is generated by performing a training step on the plurality of augmented images. A new medical scan is received via the receiver. Inference data is generated by performing an inference function that utilizes the computer vision model on the new medical scan. The inference data is transmitted to a client device for display via a display device.","1. An intensity transform augmentation system, comprising: at least one processor; anda memory that stores operational instructions that, when executed by the at least one processor, cause the intensity transform augmentation system to: receive, via a receiver, a training set of medical scans;generate random intensity transformation function parameters for each medical scan of the training set of medical scans;generate a plurality of augmented images, wherein each of the plurality of augmented images is generated by performing an intensity transformation function on one of the training set of medical scans by utilizing the random intensity transformation function parameters generated for the one of the training set of medical scans, wherein a set of augmented images are generated for each of the training set of medical scans, and wherein the random intensity transformation function parameters are generated separately for utilization in performing the intensity transformation function on the each of the training set of medical scans to generate each of the set of augmented images;generate a computer vision model by performing a training step on the plurality of augmented images;receive, via the receiver, a new medical scan;generate inference data by performing an inference function that utilizes the computer vision model on the new medical scan; andtransmit, via a transmitter, the inference data to a client device for display via a display device.","19","16/360631","2019-03-21","2020-0160978","2020-05-21","10878949","2020-12-29","ENLITIC, INC.","Jordan  Prosky | Li  Yao | Eric C.  Poblenz | Kevin  Lyman | Ben  Covington | Anthony  Upton","","","","G16H-0010/60","G16H-0010/60 | A61B-0005/7264 | G06F-0003/0482 | G06F-0003/0484 | G06F-0009/542 | G06F-0016/245 | G06F-0021/6254 | G06K-0009/2063 | G06K-0009/6231 | G06K-0009/6254 | G06K-0009/6256 | G06K-0009/6262 | G06K-0009/6277 | G06N-0005/04 | G06N-0005/045 | G06N-0020/00 | G06N-0020/20 | G06Q-0010/06315 | G06Q-0020/14 | G06T-0003/40 | G06T-0005/002 | G06T-0005/008 | G06T-0005/50 | G06T-0007/0012 | G06T-0007/0014 | G06T-0007/10 | G06T-0007/11 | G06T-0007/187 | G06T-0007/44 | G06T-0007/97 | G06T-0011/001 | G06T-0011/006 | G06T-0011/206 | G16H-0010/20 | G16H-0015/00 | G16H-0030/20 | G16H-0030/40 | G16H-0040/20 | G16H-0050/20 | H04L-0067/12 | H04L-0067/42 | A61B-0005/055 | A61B-0006/032 | A61B-0006/5217 | A61B-0008/4416 | G06F-0040/295 | G06K-0009/6229 | G06K-0009/6267 | G06K-0009/66 | G06K-2209/05 | G06Q-0050/22 | G06T-0007/70 | G06T-2200/24 | G06T-2207/10048 | G06T-2207/10081 | G06T-2207/10088 | G06T-2207/10116 | G06T-2207/10132 | G06T-2207/20076 | G06T-2207/20081 | G06T-2207/20084 | G06T-2207/30004 | G06T-2207/30008 | G06T-2207/30016 | G06T-2207/30061 | G16H-0050/30 | G16H-0050/70","G06T-007/187","G06T-007/187 | G16H-010/60 | H04L-029/06 | G16H-030/40 | G16H-015/00 | G06K-009/62 | G06T-005/00 | G06T-005/50 | G06T-007/00 | G06T-011/00 | G06N-005/04 | G16H-030/20 | G06N-020/00 | G06F-009/54 | G06T-007/11 | G06F-003/0482 | G06T-003/40 | A61B-005/00 | G16H-050/20 | G06F-021/62 | G06Q-020/14 | G16H-040/20 | G06F-003/0484 | G06Q-010/06 | G16H-010/20 | G06T-007/10 | G06T-011/20 | G06F-016/245 | G06T-007/44 | G06N-020/20 | G06K-009/20 | H04L-029/08 | G16H-050/70 | G06T-007/70 | G16H-050/30 | A61B-005/055 | A61B-006/03 | A61B-008/00 | G06K-009/66 | A61B-006/00 | G06Q-050/22 | G06F-040/295","","","","","","4920053005591"
"US","US","P","B2","Identification device and identification method","An identification device includes: M transmission antenna elements each of which transmits a first transmission signal to a predetermined area including a first living body; N receivers disposed surrounding the predetermined area, and each including a reception antenna element and receiving, using the reception antenna element, a first reception signal including a reflection signal obtained as a result of the first transmission signal being reflected by the first living body, during a predetermined period; a memory storing teacher signals which are M×N second reception signals obtained about a second living body; and a circuit which calculates a plurality of correlation coefficients from the teacher signals and M×N first reception signals obtained as a result of each of the N receivers receiving the first reception signal, performs biometric authentication of the first living body, and identifies the first living body and the second living body as identical.","1. An identification device comprising: M transmission antenna elements each of which transmits a first transmission signal to a predetermined area including a first living body, M being an integer greater than or equal to 1;N receivers disposed surrounding the predetermined area, each of the N receivers including a reception antenna element and receiving a first reception signal using the reception antenna element during a predetermined period, N being an integer greater than or equal to 3, the first reception signal including a reflection signal obtained as a result of the first transmission signal being reflected by the first living body;a memory in which teacher signals are stored, the teacher signals being M×N second reception signals obtained as a result of the N receivers receiving, in advance, second reception signals including reflection signals obtained as a result of second transmission signals being transmitted from the M transmission antenna elements to a second living body and reflected by the second living body; anda circuit which calculates a plurality of correlation coefficients from the teacher signals and M×N first reception signals obtained as a result of each of the N receivers receiving the first reception signal, performs biometric authentication of the first living body according to whether or not a maximum value of the plurality of correlation coefficients calculated exceeds a threshold, and when the biometric authentication of the first living body is to be performed, identifies by a predetermined method the first living body and the second living body as identical, wherein the circuit removes by a predetermined method a direct current (DC) component from at least the first reception signal among the first reception signal and the second reception signals.","6","16/196853","2018-11-20","2019-0158494","2019-05-23","10880301","2020-12-29","PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO., LTD.","Takeshi  Nakayama | Shoichi  Iizuka | Naoki  Honma | Dai  Sasakawa","2017-223430 | 2018-105032","JP | JP","2017-11-21 | 2018-05-31","H04L-0063/0861","H04L-0063/0861 | A61B-0005/0536 | A61B-0005/117 | A61B-0005/7264 | G06F-0017/15 | G06F-0021/32 | G06K-0009/00536 | G06K-0009/00906 | H04L-0025/061","H04L-029/06","H04L-029/06 | G06F-017/15 | H04L-025/06 | G06K-009/00 | A61B-005/117 | A61B-005/00 | G06F-021/32","","","","","","4920053006933"
"US","US","P","B2","Medical imaging and efficient sharing of medical imaging information","An MRI image processing and analysis system may identify instances of structure in MRI flow data, e.g., coherency, derive contours and/or clinical markers based on the identified structures. The system may be remotely located from one or more MRI acquisition systems, and perform: error detection and/or correction on MRI data sets (e.g., phase error correction, phase aliasing, signal unwrapping, and/or on other artifacts); segmentation; visualization of flow (e.g., velocity, arterial versus venous flow, shunts) superimposed on anatomical structure, quantification; verification; and/or generation of patient specific 4-D flow protocols. A protected health information (PHI) service is provided which de-identifies medical study data and allows medical providers to control PHI data, and uploads the de-identified data to an analytics service provider (ASP) system. A web application is provided which merges the PHI data with the de-identified data while keeping control of the PHI data with the medical provider.","1. A method of operating a medical analytics platform, the medical analytics platform comprising an analytics service provider (ASP) system and a protected health information (PHI) system, the method comprising: storing, by at least one processor of the ASP system, de-identified medical study data on at least one nontransitory processor-readable storage medium of the ASP system;storing, by at least one processor of the PHI system, PHI data including information personally identifiable to one or more patients on at least one nontransitory processor-readable storage medium of the PHI system, wherein the PHI data is associated with the de-identified medical study data;validating, by the at least one processor of the ASP system, an access token for a client processor-based device to access the PHI data stored on at least one nontransitory processor-readable storage medium of the PHI system;based at least partially on successful validation of the access token by the at least one processor of the ASP system, sending, by the at least one processor of the PHI system, PHI data for a requested medical study to the client processor-based device over at least one communications network;sending, by the at least one processor of the ASP system, de-identified medical study data for the requested medical study to the client processor-based device over the at least one communications network;generating, by the at least one processor of the ASP system, analytics data relating to the de-identified medical study data; andsending, by the at least one processor of the ASP system, the generated analytics data to the PHI system over the at least one communications network.","28","15/779445","2016-11-29","2018-0256041","2018-09-13","10869608","2020-12-22","ARTERYS INC.","Kyle  Dormer | Hussein  Patni | Darryl  Bidulock | John  Axerio-Cilies | Torin Arni  Taerum","","","","A61B-0005/0263","A61B-0005/0263 | A61B-0005/0013 | A61B-0005/0044 | A61B-0005/02 | A61B-0005/021 | A61B-0005/026 | A61B-0005/055 | A61B-0005/7203 | A61B-0005/725 | A61B-0005/7207 | A61B-0005/7257 | G01R-0033/5608 | G06T-0007/0012 | G06T-0007/269 | G16H-0010/60 | G16H-0030/20 | G16H-0030/40 | H04L-0009/3213 | H04L-0063/0209 | A61B-0005/0022 | A61B-0005/02007 | A61B-0005/02014 | A61B-2576/023 | G01R-0033/56316 | G06T-2207/10076 | G06T-2207/10088 | G06T-2207/30104","A61B-005/00","A61B-005/00 | A61B-005/026 | A61B-005/055 | A61B-005/021 | A61B-005/02 | G01R-033/56 | G16H-010/60 | G16H-030/20 | G06T-007/00 | H04L-009/32 | H04L-029/06 | G06T-007/269 | G16H-030/40 | G01R-033/563","","","","","","4920052000780"
"US","US","P","B2","Biometric identification by garments having a plurality of sensors","Biometric identification methods and apparatuses (including devices and systems) for uniquely identifying one an individual based on wearable garments including a plurality of sensors, including but not limited to sensors having multiple sensing modalities (e.g., movement, respiratory movements, heart rate, ECG, EEG, etc.).","1. A method of confirming a user'ss identity, the method comprising: wearing a garment comprising a plurality of integrated sensors at predetermined locations;synchronously recording sensor data from multiple predetermined locations on the garment;identifying a feature set based on which type of recorded sensor data distinguishes between different users;generating, in the garment, a biometric token from the recorded sensor data, using the feature set, wherein the biometric token is a private secure biometric token;transmitting the biometric token to a logger in or on the garment;confirming the user'ss identity using the biometric token; andsending a coded message from a third party requesting approval of a transaction to the garment.","28","16/222603","2018-12-17","2019-0133474","2019-05-09","10869620","2020-12-22","L.I.F.E. CORPORATION S.A.","Gianluigi  Longinotti-Buitoni","","","","A61B-0005/117","A61B-0005/117 | A41D-0013/1281 | A61B-0005/04 | A61B-0005/0428 | A61B-0005/053 | A61B-0005/6804 | A61B-0005/6805 | G06F-0001/163 | G06F-0003/011 | G06F-0003/015 | G06F-0003/017 | G06F-0021/32 | G06F-0021/34 | G06K-0009/00342 | G06K-0009/00355 | G06K-0009/00892 | G06K-0009/00906 | G06K-0009/4609 | H04L-0063/0861 | H04W-0012/0605 | A61B-0005/0024 | A61B-0005/0205 | A61B-0005/0404 | A61B-0005/0488 | A61B-0005/0816 | A61B-0005/11 | A61B-2562/0219 | G06K-2009/00939","A61B-005/00","A61B-005/00 | A61B-005/117 | G06F-021/32 | G06K-009/00 | H04L-029/06 | G06F-001/16 | G06F-021/34 | G06F-003/01 | H04W-012/06 | A41D-013/12 | A61B-005/04 | A61B-005/0428 | A61B-005/053 | G06K-009/46 | A61B-005/0205 | A61B-005/0404 | A61B-005/0488 | A61B-005/08 | A61B-005/11","","","","","","4920052000792"
"US","US","P","B2","Biological information measurement device and method for determining correctness of biological information","A biological information measurement device includes: an information input request unit configured to request an input of identification information at each of a plurality of timings after measurement of the biological information is started; a personal identification unit configured to determine whether a user wearing the biological information measurement device is a pre-registered person in synchronization with each of the plurality of timings, based on the identification information; an identification result information generation unit configured to generate identification result information indicative of a relationship between a first number of times that the request is made by the information input request unit and a second number of times that the user is determined to be the pre-registered person by the personal identification unit; and a correctness determination unit configured to determine correctness of the biological information on the basis of the identification result information.","1. A biological information measurement device configured to continuously measure biological information from a living body with being worn on the living body, the biological information measurement device comprising: a storage control unit configured to perform storage control of the measured biological information in a storage medium;an input unit for inputting identification information necessary for personal identification;an information input request unit configured to request an input of the identification information by the input unit at each of a plurality of timings after measurement of the biological information is started;a personal identification unit configured to determine whether a user wearing the biological information measurement device is a pre-registered person in synchronization with each of the plurality of timings, based on the identification information input by the input unit;an identification result information generation unit configured to generate identification result information indicative of a relationship between a first number of times that the request is made by the information input request unit and a second number of times that the user is determined to be the pre-registered person by the personal identification unit; anda correctness determination unit configured to determine correctness of the biological information stored in the storage medium on the basis of the identification result information.","13","16/203746","2018-11-29","2019-0090787","2019-03-28","10869621","2020-12-22","OMRON HEALTHCARE CO., LTD. | OMRON CORPORATION","Shingo  Yamashita | Naoki  Maeda","2016-110369","JP","2016-06-01","A61B-0005/1176","A61B-0005/1176 | A61B-0005/0002 | A61B-0005/024 | A61B-0005/0205 | A61B-0005/117 | A61B-0005/1118 | A61B-0005/1172 | A61B-0005/4809 | A61B-0005/681 | A61B-0005/6824 | G06K-0009/00342 | G16H-0010/60 | G16H-0040/63 | G16H-0050/30 | A61B-0005/0402 | A61B-2562/043 | G06F-0021/32 | G06K-0009/00087 | G06K-0009/036 | G06K-2009/00932 | G06K-2009/00939 | G06Q-0040/08 | G16H-0010/20","A61B-005/11","A61B-005/11 | A61B-005/1171 | G06K-009/00 | A61B-005/00 | A61B-005/117 | A61B-005/0205 | G16H-050/30 | G16H-040/63 | G16H-010/60 | A61B-005/024 | A61B-005/1172 | G16H-010/20 | A61B-005/0402 | G06F-021/32 | G06K-009/03 | G06Q-040/08","","","","","","4920052000793"
