"국가코드","DB종류","특허/실용 구분","문헌종류 코드","발명의 명칭","요약","대표청구항","청구항 수","출원번호","출원일","공개번호","공개일","등록번호","등록일","출원인","발명자","우선권 번호","우선권 국가","우선권 주장일","Original CPC Main","Original CPC All","Original IPC Main","Original IPC All","Original US Class Main","Original US Class All","Original FI[JP]","Original F-term[JP]","Original Theme Code [JP]","WIPS ON key"
"US","US","P","B2","Method for evaluating a laser cut edge, mobile terminal and system","A method for evaluating a laser cut edge of a workpiece includes capturing image data of the laser cut edge and its surroundings, segmenting the image data, and identifying a segment of interest of the image data. The segment of interest comprises image data of the laser cut edge. The method further includes carrying out an image quality detection for the segment of interest and generating, based on the image quality detection, an output for a user.","1. A method for evaluating a laser cut edge of a workpiece, the method comprising: A) capturing image data of the laser cut edge and its surroundings, wherein the laser cut edge is formed by laser cutting of the workpiece using a laser cutting machine;B) segmenting the image data and identifying a segment of interest of the image data performed by one or more processors, wherein the segment of interest comprises image data of the laser cut edge;C) carrying out an image quality detection for the segment of interest performed by the one or more processors, wherein the image quality detection comprises detecting an image sharpness of the segment of interest;D) determining by the one or more processors, based on the image quality detection, whether the image sharpness is sufficient;E) performing by the one or more processors the following steps: upon determining that the image sharpness is not sufficient, generating an output for the user on the output interface, the output recommending recording new image data of the laser cut edge and its surroundings; andupon determining that the image sharpness is sufficient, evaluating a quality of the laser cut edge based on the image data of the laser cut edge;determining at least one method parameter based on the quality of the laser cut edge; andforwarding the at least one method parameter to a controller for controlling the laser cutting machine to perform laser cutting of further workpieces.","13","17/553872","2021-12-17","2022-0105590","2022-04-07","12179283","2024-12-31","TRUMPF WERKZEUGMASCHINEN SE + CO. KG","Leonie Felica Tatzel | Manuel Kiefer | Jens Ottnad","10-2019-209088","DE","2019-06-24","B23K-0026/032","B23K-0026/032 | B23K-0026/123 | B23K-0026/1437 | B23K-0031/125 | G06F-0003/01 | G06F-0003/048 | G06F-0003/04847 | G06F-0003/14 | G06T-0005/73 | G06T-0007/0002 | G06T-0007/0004 | G06T-0007/10 | G06T-0007/11 | G06T-0007/12 | G06V-0010/25 | G06V-0010/26 | H04N-0021/4854 | H04N-0023/62 | H04N-0023/675 | A61F-0009/00814 | B23K-0026/142 | B23K-0026/38 | B23K-2101/18 | G05B-2219/36199 | G05B-2219/40613 | G05B-2219/45041 | G05B-2219/45165 | G05B-2219/49353 | G06T-2200/24 | G06T-2207/10148 | G06T-2207/20048 | G06T-2207/30164 | G06T-2207/30168","B23K-026/03","B23K-026/03 | B23K-026/12 | B23K-026/14 | B23K-031/12 | G06F-003/01 | G06F-003/048 | G06F-003/04847 | G06F-003/14 | G06T-005/73 | G06T-007/00 | G06T-007/10 | G06T-007/11 | G06T-007/12 | G06V-010/25 | G06V-010/26 | H04N-021/485 | H04N-023/62 | H04N-023/67 | A61F-009/008 | B23K-026/142 | B23K-026/38 | B23K-101/18","","","","","","4924053002121"
"US","US","P","B1","Method and system for accurately tracking and informing of health and safety for group settings","A user score of a test for assessing a risk of a user of having or developing a contagious illness may be obtained, for each user of a plurality of users entering in a group setting. A group score based on the user scores associated with the plurality of users in the group setting may be generated. The group score indicating a group risk of a presence or development of the contagious illness in the group setting may be communicated for display. Group scores associated with a plurality of group settings may be obtained and communicated for display. A message may be communicated to a mobile user device indicating a group setting as a current high risk group setting, being associated with a score that is outside a limit set by a threshold value and with a location in proximity to a current location of the mobile user device.","1. A method comprising: providing a plurality of access control systems, each access control system being associated with a group setting of a plurality of group settings, wherein the access control system is operative to permit entry to the group setting to one or more users of a plurality of users;providing a first server associated with each access control system, the first server managing entry into the respective group setting for the one or more users of the plurality of users;providing a second server in communication with the first server associated with each access control system for the group setting of the plurality of group settings, the second server: obtaining a score indicating a group risk of a presence or development of a contagious illness in the group setting, for each group setting of the plurality of group settings; andcommunicating for display the scores associated with the plurality of group settings;wherein the first server is configured to permit or deny entry to the respective group setting to each of the one or more users based on a user score reading obtained by the access control system from a mobile user device of the user by communicating a signal to an entry mechanism of the access control system to open or close the entry mechanism;wherein the score associated with the group setting is stored in association with a location of the group setting, for each group setting of the plurality of group settings, the method further comprising:at the server, monitoring a current location of a mobile user device of the one or more users of the plurality of users operating in a mobile network;comparing the current location of the mobile user device to one or more locations of the plurality of group settings;upon identifying a match between the current location and the one or more locations of the plurality of group settings, communicating to the mobile user device a message indicating at least one group setting of the plurality of group settings as a current high risk group setting that is associated with a score that is outside a limit set by a threshold value and with a location in proximity to the current location of the mobile user device; andwherein the threshold value for the score associated with the group setting is set by the user of the mobile user device.","14","17/164332","2021-02-01","","","12183469","2024-12-31","UNITED SERVICES AUTOMOBILE ASSOCIATION (USAA)","Mark Paxman Warnick | Will Kerns Maney, Jr. | Phillip E. Marks | David Jason Anderson James | Elena Marie Carrasco | Quian Antony Jones | Sumita T. Jonak","","","","G16H-0050/80","G16H-0050/80 | A61B-0005/7275 | G06Q-0010/0635 | G06Q-0050/265 | G06V-0040/168 | G07C-0009/00 | G10L-0025/66 | G16H-0015/00 | G16H-0040/67 | G16H-0050/30 | H04W-0004/029 | A61B-0005/14551","G16H-050/80","G16H-050/80 | A61B-005/00 | A61B-005/1455 | G06Q-010/0635 | G06Q-050/26 | G06V-040/16 | G07C-009/00 | G10L-025/66 | G16H-015/00 | G16H-040/67 | G16H-050/30 | H04W-004/029","","","","","","4924053006261"
"US","US","P","B2","Measuring representational motions in a medical context","A method includes receiving data representing graphomotor motion during a succession of executions of graphomotor diagnostic tasks performed in a medical context by a subject, processing the received data using a computer, including determining a first set of quantitative features from a first execution of a task by the subject, and determining a second set of quantitative features from a second execution of a task by the subject, determining one or more metrics based on a comparison to the successive executions, including using at least the first set of quantitative features and the second set of quantitative features to determine said metrics, and providing a diagnostic report associated with neurocognitive mechanisms underlying the subject's execution of the tasks based on the determined metrics.","1. A computer-implemented method comprising: providing a task to a subject;monitoring a performance of the task by the subject using one or more sensors;collecting first data corresponding to a plurality of elements drawn using individual representational motions by the subject during the performance of the task; andcausing to be displayed an analysis of the first data for evaluation of one or more medical characteristics of the subject based on the plurality of elements of the individual representational motions,wherein the analysis uses a machine learning algorithm trained with a set of training data, to identify the plurality of elements of the individual representational motions.","26","18/505786","2023-11-09","2024-0079106","2024-03-07","12176084","2024-12-24","MASSACHUSETTS INSTITUTE OF TECHNOLOGY | LAHEY CLINIC FOUNDATION, INC.","Randall Davis | Dana L. Penney","","","","G16H-0015/00","G16H-0015/00 | A61B-0005/165 | A61B-0005/4088 | A61B-0005/7264 | A61B-0005/7475 | G06Q-0010/101 | G06Q-0050/01 | G16H-0040/63 | G16H-0050/00 | A61B-0005/002 | G16H-0050/20","G16H-015/00","G16H-015/00 | A61B-005/00 | A61B-005/16 | G06Q-010/101 | G06Q-050/00 | G16H-040/63 | G16H-050/00 | G16H-050/20","","","","","","4924052005699"
"US","US","P","B2","Personalized avatar responsive to user physical state and context","Systems and methods are disclosed that facilitate providing guidance to a user during performance of a program or routine using a personalized avatar. In an aspect, a system includes a reception component configured to receive biochemical information about a physiological state or condition of a user, including information identifying a presence or a status of one or more biomarkers. The system further includes an analysis component configured to determine or infer one or more characteristics of the physiological state or condition of the user based on the information identifying the presence or the status of the one or more biomarkers, and a visualization component configured to adapt an appearance of an avatar presented to the user based on the one or more characteristics to reflect the one or more characteristics.","1. A system, comprising: a processor; anda memory that stores executable instructions that, when executed by the processor, facilitate performance of operations, comprising: monitoring user adherence to a defined program followed by a plurality of users based on feedback information, associated with respective performances of the defined program by the plurality of users, received over a course of the defined program, wherein the feedback information comprises at least one of physical movement information related to the plurality of users, or physiological information related to the plurality of users;determining whether the plurality of users are deviating or are likely to deviate from requirements of the defined program based on the feedback information;generating respective reactions to be performed by respective avatars of the plurality of users, based on a determination that the plurality of users are deviating or are likely to deviate from the requirements of the defined program, to guide the plurality of users to adhere to the defined program, wherein the respective reactions are generated by employing machine learning techniques to analyze learned behaviors of the plurality of users, and wherein individual ones of the respective avatars are responsive to the feedback information from the plurality of users; anddisplaying the respective avatars of the plurality of users at a shared user interface generated and presented to the plurality of users at a device.","20","17/806124","2022-06-09","2022-0319692","2022-10-06","12176102","2024-12-24","KC HOLDINGS I","Robert Louis Kaleal, III","","","","G16H-0040/63","G16H-0040/63 | A61B-0005/0205 | A61B-0005/02055 | A61B-0005/11 | A61B-0005/165 | A61B-0005/20 | A61B-0005/40 | A61B-0005/41 | A61B-0005/42 | A61B-0005/43 | A61B-0005/45 | A61B-0005/486 | A61B-0005/7264 | A61B-0005/744 | A61B-0005/7445 | G06F-0001/1626 | G06Q-0010/0639 | G06Q-0010/10 | G06Q-0050/01 | G06T-0013/40 | G06T-0019/00 | G09B-0005/02 | G09B-0005/06 | G09B-0019/00 | G09B-0019/0092 | G16H-0020/40 | G16H-0020/70 | A61B-0005/08 | A61B-0005/44 | A61B-0005/7246 | G06T-2219/2012","A61B-005/20","A61B-005/20 | A61B-005/00 | A61B-005/0205 | A61B-005/11 | A61B-005/16 | G06F-001/16 | G06Q-010/0639 | G06Q-010/10 | G06Q-050/00 | G06T-013/40 | G06T-019/00 | G09B-005/02 | G09B-005/06 | G09B-019/00 | G16H-020/40 | G16H-020/70 | G16H-040/63 | A61B-005/08","","","","","","4924052005717"
"US","US","P","B2","Methods and systems for display of patient data in computer-assisted surgery","Methods and systems for performing computer-assisted image-guided surgery, including robotically-assisted surgery. A method of displaying image data includes displaying image data of a patient on a handheld display device, tracking the handheld display device using a motion tracking system, and modifying the image data displayed in response to changes in the position and orientation of the handheld display device. Further embodiments include a sterile case for a handheld display device, display devices on a robotic arm, and methods and systems for performing image-guided surgery using multiple reference marker devices fixed to a patient.","1. A method for performing image-guided surgery using multiple reference marker devices fixed to a patient, the method comprising: obtaining image data of a patient using an imaging device;associating a first portion of the image data with a first reference marker device fixed to a first location on the patient;associating a second portion of the image data with a second reference marker device fixed to a second location on the patient;displaying at least a portion of the image data of the patient on a display screen of a movable display device;tracking movement of the movable display device with respect to at least one of the first reference marker device fixed to the first location on the patient and the second reference marker device fixed to the second location on the patient; andmodifying the image data displayed on the display screen of the movable display device in response to relative movement occurring between the movable display device and one or more of the first reference marker device fixed to the first location on the patient and the second reference marker device fixed to the second location on the patient.","20","18/348130","2023-07-06","2023-0355347","2023-11-09","12167940","2024-12-17","MOBIUS IMAGING, LLC","Eugene A. Gregerson | Scott Coppen | Todd Furlong | Edward Daley | Russell Stanton | Adeline Harris | Paul Sebring","","","","A61B-0090/37","A61B-0090/37 | A61B-0005/055 | A61B-0005/1127 | A61B-0006/032 | A61B-0006/461 | A61B-0034/20 | A61B-0034/30 | A61B-0034/35 | A61B-0090/00 | A61B-0090/361 | A61B-0090/50 | G06T-0007/248 | G06T-0007/74 | G06T-0015/08 | G06T-0015/20 | G06T-0019/006 | A61B-0005/0035 | A61B-0005/7425 | A61B-0006/463 | A61B-2034/105 | A61B-2034/2048 | A61B-2034/2057 | A61B-2034/2059 | A61B-2034/2065 | A61B-2034/2072 | A61B-2090/365 | A61B-2090/367 | A61B-2090/372 | A61B-2090/373 | A61B-2090/374 | A61B-2090/376 | A61B-2090/3762 | A61B-2090/378 | A61B-2090/3983 | A61B-2560/0223 | G06F-0003/04883 | G06F-0003/1446 | G06T-2207/30012","A61B-090/00","A61B-090/00 | A61B-005/00 | A61B-005/055 | A61B-005/11 | A61B-006/03 | A61B-006/46 | A61B-034/10 | A61B-034/20 | A61B-034/30 | A61B-034/35 | A61B-090/50 | G06F-003/04883 | G06F-003/14 | G06T-007/246 | G06T-007/73 | G06T-015/08 | G06T-015/20 | G06T-019/00","","","","","","4924051000752"
"US","US","P","B2","Data processing system with machine learning engine to provide output generation functions","Methods, computer-readable media, systems, and/or apparatuses are provided for providing offer and insight generation functions. User input requesting an offer or insight may be received and an image of a photographic identification of a user may be requested. The image of the photographic identification may be captured and stored. A self-captured image of the user may be captured (e.g., via an image capture device of the computing device) and compared to an image of a user from the photographic identification. Responsive to determining that the images match, displaying an instruction to capture a vehicle identification number. The vehicle identification number may be captured. Data, including location data, may be extracted and an archive including the extracted data may be generated and the data may be transmitted to an entity computing system for processing. The entity computing system may evaluate the data and generate one or more insights and/or outputs.","1. A computing system, comprising: a processor; anda memory storing computer-executable instructions, wherein the computer-executable instructions, when executed by the processor, cause the processor to: receive, in a user interface of an application executing on the computing system, user input requesting initiation of a process to extract data of a user and generate an output based on the extracted data;responsive to receiving the user input, confirm that location services are enabled on the computing system;receive an instruction to capture an image of photographic identification of the user;capture, via an image capture device of the computing system, the image of the photographic identification of the user;generate, using facial recognition image processing, an isolated image of the user from the image of the photographic identification;receive an instruction to self-capture an image of the user;capture, via the image capture device, the image of the user,obscure, by the computing system and based on a selection from the user, a facial image in image data of the self-captured image of the user and the isolated image of the user, wherein the self-captured image and the isolated image are obscured by using object recognition;transmit the obscured image data of the-self-captured image of the user and the isolated image of the user to a computing platform for comparison and user authentication;receive an indication that the user is authenticated based on the comparison of the obscured image data of the isolated image of the of the user and the self-captured image of the user;responsive to receiving the indication that the user is authenticated, receive an instruction to capture a vehicle identification number of a vehicle associated with the user and for which the output is being generated;capture, via the image capture device, the vehicle identification number;extract location data associated with the user, the location data including global positioning system coordinates for a plurality of location entries corresponding to a plurality of locations of the computing system captured over a period of time;transmit the location data and the captured vehicle identification number to the computing platform;receive, from the computing platform, a plurality of user insights including the output including at least one offer, wherein the plurality of user insights is generated based on a filtered set of the extracted location data; anddisplay, in the user interface of the application on the computing system, the plurality of user insights and the output including the at least one offer.","20","18/086072","2022-12-21","2023-0230121","2023-07-20","12169847","2024-12-17","ALLSTATE INSURANCE COMPANY","Sunil Chintakindi | Timothy W. Gibson | Howard Hayes | Regina Madigan | Soton Ayodele Rosanwo | Caleb Johnson | Aleksandr Likhterman | Srinivas Nainala","","","","G06Q-0030/0239","G06Q-0030/0239 | A61B-0005/024 | G06F-0016/337 | G06F-0021/31 | G06F-0021/32 | G06N-0020/00 | G06Q-0030/0222 | G06Q-0030/0236 | G06Q-0030/0269 | G16H-0010/60 | H04W-0004/029 | G06Q-0030/0255 | G06Q-0030/0261","G06Q-030/00","G06Q-030/00 | A61B-005/024 | G06F-016/335 | G06F-021/31 | G06F-021/32 | G06N-020/00 | G06Q-030/0207 | G06Q-030/0251 | G16H-010/60 | H04W-004/029","","","","","","4924051002646"
"US","US","P","B2","System and a method for alerting on vision impairment","The present invention discloses a technique for alerting on vision impairment. The system comprises a processing unit configured and operable for receiving scene data being indicative of a scene of at least one consumer in an environment, identifying in the scene data a certain consumer, identifying an event being indicative of a behavioral compensation for vision impairment, and, upon identification of such an event, sending a notification relating to the vision impairment.","1. A system for alerting on vision impairment, said system comprising a server connectable, via a communication network, to subscribers's computer entities comprising medical clinics and stores communication devices and user'ss communication devices, the server comprising: a communication interface utility configured and operable for data communication with the user'ss communication devices for communicating request and notification data, and with said medical clinics and stores communication devices; anda processing unit configured and operable for: upon identifying a consumer in the medical clinic or store, via the user'ss communication device of the consumer, and obtaining consumer'ss permission, initiating passive observation of the consumer within the medical clinic or store, said passive observation comprising:receiving, from at least one sensing unit in said medical clinic or store, a scene data;processing the scene data to identify the consumer in environment of the medical clinic or store and determine a condition of the consumer with respect to at least one object of consumer'ss interest in the environment of the medical clinic or store being indicative of visual behavior of the consumer;analyzing the scene data and the condition of the consumer with respect to the at least one object of consumer'ss interest to identify an event being indicative of an unconscious behavioral compensation for vision impairment of said consumer, by carrying out at least one of: identifying the event upon comparison between the scene data and reference data; or determining a probability for a vision impairment of the consumer based on comparison between the scene data and reference data; andupon identification of the event, operating the communication interface utility to send a notification, relating to the vision impairment, to at least one of said user'ss communication device of the consumer, and said medical clinics and stores communication devices.","13","17/310852","2020-02-27","2022-0189010","2022-06-16","12169927","2024-12-17","SHAMIR OPTICAL INDUSTRY LTD.","Amnon Kanter","","","","G06T-0007/0012","G06T-0007/0012 | A61B-0003/085 | A61B-0003/113 | A61B-0003/1176 | A61B-0005/0022 | A61B-0005/74 | G02B-0027/0093 | G06Q-0030/0251 | G06T-0007/292 | G06T-0007/70 | G06V-0040/20 | G06T-2207/20076 | G06T-2207/30041 | G06T-2207/30201 | G06V-0040/172","A61B-003/08","A61B-003/08 | A61B-003/113 | A61B-003/117 | A61B-005/00 | G02B-027/00 | G06Q-030/0251 | G06T-007/00 | G06T-007/292 | G06T-007/70 | G06V-040/20 | G06V-040/16","","","","","","4924051002726"
"US","US","P","B2","Systems and methods of interactive goal setting tools","Examples described herein relate to determining an actual, updated goal of a user based on emotional response data captured while an initial goal is visualized or otherwise perceived by the user, including determining an initial goal of a user, displaying an initial video depicting the initial goal, tracking, with an emotion-tracking device, emotions of the user while the video is displayed by the output circuit by determining emotional response data captured by the emotion-tracking device, updating the initial goal based on the emotional response data to determine an updated goal, and displaying the updated goal.","1. A method, comprising: generating a first portion of a video, wherein the first portion depicts an initial object corresponding to an initial goal, wherein the first portion of the video is displayed on an output circuit of a user device;generating a second portion of the video based on emotional response data captured by an emotion-tracking device of the user device, wherein the second portion depicts an updated object corresponding to an updated goal, the updated goal is updated from the initial goal, and the updated object being different from the initial object, wherein the emotional response data is captured by the emotion-tracking device while a user is viewing the first portion using the output circuit, and wherein the emotional response data indicates that the user reacted negatively to the initial object corresponding to the initial goal;determining a cutoff point of the first portion; andstitching the second portion of the video to the first portion of the video at the cutoff point, wherein the output circuit of the user device continuously plays the video from the first portion to the second portion.","20","18/372486","2023-09-25","2024-0015362","2024-01-11","12170817","2024-12-17","WELLS FARGO BANK, N.A.","Marjorie S. Anzalone | Darius A. Miranda | Wairnola Marria Rhodriquez | Samundra Timilsina | Paul Vittimberga","","","","H04N-0021/44218","H04N-0021/44218 | A61B-0005/0205 | A61B-0005/165 | G06F-0003/011 | G06F-0003/012 | G06F-0003/14 | G06N-0005/04 | G06Q-0040/06 | G06V-0040/174 | G10L-0025/63 | A61B-0005/0077 | A61B-0005/021 | A61B-0005/024 | A61B-0005/0533 | A61B-0005/0816 | A61B-0005/369 | A61B-0007/04 | A61B-2503/12 | G06F-0003/015 | G06F-0003/016 | G06F-2203/011 | G06N-0003/126","H04N-021/442","H04N-021/442 | A61B-005/0205 | A61B-005/16 | G06F-003/01 | G06F-003/14 | G06N-005/04 | G06Q-040/06 | G06V-040/16 | G10L-025/63 | A61B-005/00 | A61B-005/021 | A61B-005/024 | A61B-005/0533 | A61B-005/08 | A61B-005/369 | A61B-007/04 | G06N-003/126","","","","","","4924051003604"
"US","US","P","B2","Creative camera","The present disclosure generally relates to displaying visual effects in image data. In some examples, visual effects include an avatar displayed on a user's face. In some examples, visual effects include stickers applied to image data. In some examples, visual effects include screen effects. In some examples, visual effects are modified based on depth data in the image data.","1. An electronic device, comprising: a display apparatus;one or more input devices;one or more processors; andmemory storing one or more programs configured to be executed by the one or more processors, the one or more programs including instructions for: displaying, via the display apparatus, a representation of previously captured image data, including: displaying a representation of a subject in the representation of the previously captured image data; anddisplaying a representation of a first virtual avatar over at least a first portion of the representation of the subject in the representation of the previously captured image data;while displaying the representation of the previously captured image data, displaying, via the display apparatus, a set of one or more virtual avatar options;detecting, via the one or more input devices, a selection of a respective avatar option of the set of one or more avatar options, wherein the respective avatar option corresponds to a second virtual avatar, different from the first virtual avatar; andin response to detecting the selection of the respective avatar option: ceasing display of the representation of the first virtual avatar over at least the first portion of the representation of the subject in the representation of the previously captured image data; anddisplaying, at a location that was previously occupied by the first virtual avatar, a representation of the second virtual avatar over at least the first portion of the representation of the subject in the representation of the previously captured image data.","39","18/197242","2023-05-15","2023-0283884","2023-09-07","12170834","2024-12-17","Apple Inc.","Marcel Van Os | Lee Broughton | Nicholas V. King | Grant Paul | William A. Sorrentino, III","","","","H04N-0023/631","H04N-0023/631 | G06F-0003/04845 | G06T-0013/20 | G06T-0013/40 | H04M-0001/72436 | H04M-0001/72439 | H04N-0005/2226 | H04N-0005/2621 | H04N-0023/611 | H04N-0023/62 | H04N-0023/632 | A61B-0005/744 | G06F-0003/04842 | G06T-0007/50 | G06T-0007/70 | G06T-2207/30196 | H04N-2005/2726 | H04N-2007/145","H04N-023/63","H04N-023/63 | A61B-005/00 | G06F-003/04842 | G06F-003/04845 | G06T-007/50 | G06T-007/70 | G06T-013/20 | G06T-013/40 | H04M-001/72436 | H04M-001/72439 | H04N-005/222 | H04N-005/262 | H04N-005/272 | H04N-007/14 | H04N-023/611 | H04N-023/62","","","","","","4924051003621"
"US","US","P","B2","Surgical support system, data processing apparatus and method","A surgical support system including: an eye behaviour monitoring apparatus that monitors eye behaviour of a surgeon performing a surgical procedure to obtain eye behaviour data of the surgeon; a surgical data generating apparatus that generates surgical data associated with the surgical procedure being performed by the surgeon; a surgical intervention apparatus that performs an intervention procedure for intervening in the surgeon's performance of the surgical procedure; and a data processing apparatus that: determines a value of an intervention parameter associated with the surgical procedure using the obtained eye behaviour data; determines an acceptable range of the value of the intervention parameter using the generated surgical data, and if the determined value of the intervention parameter is outside the determined acceptable range of the value of the intervention parameter, controls the surgical intervention apparatus to perform the intervention procedure for intervening in the surgeon's performance of the surgical procedure.","1. A surgical support system comprising: an eye monitor to monitor eye behaviour of a surgeon performing a surgical procedure to obtain eye behaviour data of the surgeon;a surgical data sensor to generate surgical data associated with the surgical procedure being performed by the surgeon;a surgical intervention circuit configured to perform an intervention procedure for intervening in the surgeon'ss performance of the surgical procedure; anda processing circuit configured to:determine a value of an intervention parameter associated with the surgical procedure using the obtained eye behaviour data, wherein the intervention parameter is indicative of a likelihood of a potential error event in the surgical procedure based on eye behaviour data of the surgeon;determine an acceptable range of the value of the intervention parameter using the generated surgical data and the potential error event, wherein the acceptable range of the value of the intervention parameter being indicative of an acceptable likelihood of the surgeon making the potential error event, andif the determined value of the intervention parameter is outside the determined acceptable range of the value of the intervention parameter, control the surgical intervention circuit to perform the intervention procedure for intervening in the surgeon'ss performance of the surgical procedure, wherein the intervention procedure includes:outputting an alert signal indicating that the determined likelihood of the surgeon making the potential error event in the surgical procedure exceeds the acceptable likelihood; and/orproviding an adjustment signal to a surgical apparatus used by the surgeon to perform a surgical function in the surgical procedure to control the surgical apparatus to adjust the performed surgical function to pre-empt the potential error event in the surgical procedure.","20","17/261589","2019-09-27","2021-0259789","2021-08-26","12161430","2024-12-10","SONY CORPORATION","Christopher Wright | Matthew Lawrenson | Naoyuki Hirota","2018-200263","EP","2018-10-12","A61B-0034/25","A61B-0034/25 | A61B-0005/163 | A61B-0034/30 | A61B-0090/08 | G06F-0003/013 | A61B-2017/00119 | A61B-2017/00216 | A61B-2034/254 | A61B-2034/258 | A61B-2090/0807","A61B-034/00","A61B-034/00 | A61B-005/16 | A61B-034/30 | A61B-090/00 | G06F-003/01 | A61B-017/00","","","","","","4924050001046"
